资料类别	资料名称	文件名	相对路径	来源人员套组	原始来源文档	原始图片序号	图片宽度px	图片高度px	文件格式
公司资质	营业执照	营业执照.png	公司信息库/营业执照.png	人员信息1	北京卓凡人员模板1.docx	2	1015	720	png
